Match_ID,Home_team,Away_team,FirstHalf_H,FirstHalf_A,FirstHalf_R,FH_Over_Under_1.5,SecondHalf_H,SecondHalf_A,SecondHalf_R,SH_Over_Under_1.5,Final_H,Final_A,Final_R,F_Over_Under_2.5,Winning_Team,Losing_Team,Payout_Winning Team
1809,Hull City,Norwich,1,0,H,U,0,0,D,U,1,0,H,U,Hull City,Norwich,2.38
1810,Newcastle Utd,West Ham,0,0,D,U,0,0,D,U,0,0,D,U,Newcastle Utd / West Ham,Newcastle Utd / West Ham,3.4
1811,Southampton,Sunderland,0,1,A,U,1,0,H,U,1,1,D,U,Southampton / Sunderland,Southampton / Sunderland,3.5
1812,Stoke City,Crystal Palace,0,1,A,U,2,0,H,O,2,1,H,O,Stoke City,Crystal Palace,1.83
1813,Fulham,Arsenal,0,2,A,O,1,1,D,O,1,3,A,O,Arsenal,Fulham,1.91
1814,Chelsea,Aston Villa,1,1,D,O,1,0,H,U,2,1,H,O,Chelsea,Aston Villa,1.33
1815,Manchester City,Newcastle Utd,2,0,H,O,2,0,H,O,4,0,H,O,Manchester City,Newcastle Utd,1.29
1816,Chelsea,Hull City,2,0,H,O,0,0,D,U,2,0,H,U,Chelsea,Hull City,1.2
1817,Crystal Palace,Tottenham,0,0,D,U,0,1,A,U,0,1,A,U,Tottenham,Crystal Palace,1.73
1818,Swansea,Manchester United,0,2,A,O,1,2,A,O,1,4,A,O,Manchester United,Swansea,1.91
1819,Arsenal,Aston Villa,1,1,D,O,0,2,A,O,1,3,A,O,Aston Villa,Arsenal,7
1820,Norwich,Everton,0,0,D,U,2,2,D,O,2,2,D,O,Norwich / Everton,Norwich / Everton,3.3
1821,Sunderland,Fulham,0,0,D,U,0,1,A,U,0,1,A,U,Fulham,Sunderland,3.3
1822,West Brom,Southampton,0,0,D,U,0,1,A,U,0,1,A,U,Southampton,West Brom,3.4
1823,West Ham,Cardiff,1,0,H,U,1,0,H,U,2,0,H,U,West Ham,Cardiff,1.83
1824,Liverpool,Stoke City,1,0,H,U,0,0,D,U,1,0,H,U,Liverpool,Stoke City,1.5
1825,Chelsea,Everton,1,1,D,O,1,0,H,U,2,1,H,O,Chelsea,Everton,1.62
1826,Liverpool,QPR,1,0,H,U,0,0,D,U,1,0,H,U,Liverpool,QPR,1.25
1827,Manchester City,Norwich,1,1,D,O,1,2,A,O,2,3,A,O,Norwich,Manchester City,8
1828,Newcastle Utd,Arsenal,0,0,D,U,0,1,A,U,0,1,A,U,Arsenal,Newcastle Utd,1.95
1829,Southampton,Stoke City,0,0,D,U,1,1,D,O,1,1,D,U,Southampton / Stoke City,Southampton / Stoke City,3.6
1830,Swansea,Fulham,0,1,A,U,0,2,A,O,0,3,A,O,Fulham,Swansea,3.3
1831,Tottenham,Sunderland,0,0,D,U,1,0,H,U,1,0,H,U,Tottenham,Sunderland,1.5
1832,West Brom,Manchester United,1,3,A,O,4,2,H,O,5,5,D,O,West Brom / Manchester United,West Brom / Manchester United,3.6
1833,West Ham,Reading,2,0,H,O,2,2,D,O,4,2,H,O,West Ham,Reading,1.65
1834,Wigan,Aston Villa,2,1,H,O,0,1,A,U,2,2,D,O,Wigan / Aston Villa,Wigan / Aston Villa,3.6
1835,Reading,Manchester City,0,1,A,U,0,1,A,U,0,2,A,U,Manchester City,Reading,1.36
1836,Arsenal,Wigan,1,1,D,O,3,0,H,O,4,1,H,O,Arsenal,Wigan,1.25
1837,Manchester United,Swansea,1,0,H,U,1,1,D,O,2,1,H,O,Manchester United,Swansea,1.3
1838,Everton,West Ham,1,0,H,U,1,0,H,U,2,0,H,U,Everton,West Ham,1.44
1839,Fulham,Liverpool,1,1,D,O,0,2,A,O,1,3,A,O,Liverpool,Fulham,1.91
1840,Norwich,West Brom,1,0,H,U,3,0,H,O,4,0,H,O,Norwich,West Brom,2.1
1841,QPR,Newcastle Utd,1,2,A,O,0,0,D,U,1,2,A,O,Newcastle Utd,QPR,2.25
1842,Sunderland,Southampton,0,0,D,U,1,1,D,O,1,1,D,U,Sunderland / Southampton,Sunderland / Southampton,3.4
1843,Stoke City,Tottenham,1,1,D,O,0,1,A,U,1,2,A,O,Tottenham,Stoke City,1.91
1844,Aston Villa,Chelsea,1,0,H,U,0,2,A,O,1,2,A,O,Chelsea,Aston Villa,1.73
1845,Chelsea,Tottenham,2,1,H,O,0,1,A,U,2,2,D,O,Chelsea / Tottenham,Chelsea / Tottenham,3.6
1846,Manchester City,West Brom,1,0,H,U,0,0,D,U,1,0,H,U,Manchester City,West Brom,1.36
1847,Wigan,Swansea,1,0,H,U,1,3,A,O,2,3,A,O,Swansea,Wigan,3.4
1848,Sunderland,Stoke City,0,1,A,U,1,0,H,U,1,1,D,U,Sunderland / Stoke City,Sunderland / Stoke City,3.25
1849,Manchester United,Chelsea,0,0,D,U,0,1,A,U,0,1,A,U,Chelsea,Manchester United,3.6
1850,Liverpool,Everton,0,0,D,U,0,0,D,U,0,0,D,U,Liverpool / Everton,Liverpool / Everton,3.4
1851,QPR,Arsenal,0,1,A,U,0,0,D,U,0,1,A,U,Arsenal,QPR,1.57
1852,Fulham,Reading,0,1,A,U,2,3,A,O,2,4,A,O,Reading,Fulham,5.5
1853,Norwich,Aston Villa,0,0,D,U,1,2,A,O,1,2,A,O,Aston Villa,Norwich,3.2
1854,Swansea,Manchester City,0,0,D,U,0,0,D,U,0,0,D,U,Swansea / Manchester City,Swansea / Manchester City,3.6
1855,Tottenham,Southampton,0,0,D,U,1,0,H,U,1,0,H,U,Tottenham,Southampton,1.67
1856,West Brom,Wigan,1,1,D,O,1,2,A,O,2,3,A,O,Wigan,West Brom,3.4
1857,West Ham,Newcastle Utd,0,0,D,U,0,0,D,U,0,0,D,U,West Ham / Newcastle Utd,West Ham / Newcastle Utd,3.3
1858,Aston Villa,Sunderland,2,1,H,O,4,0,H,O,6,1,H,O,Aston Villa,Sunderland,2
1859,Arsenal,Manchester United,1,1,D,O,0,0,D,U,1,1,D,U,Arsenal / Manchester United,Arsenal / Manchester United,3.25
1860,Chelsea,Swansea,2,0,H,O,0,0,D,U,2,0,H,U,Chelsea,Swansea,1.33
1861,Reading,QPR,0,0,D,U,0,0,D,U,0,0,D,U,Reading / QPR,Reading / QPR,3.3
1862,Newcastle Utd,Liverpool,0,2,A,O,0,4,A,O,0,6,A,O,Liverpool,Newcastle Utd,2.04
1863,Everton,Fulham,1,0,H,U,0,0,D,U,1,0,H,U,Everton,Fulham,1.5
1864,Southampton,West Brom,0,1,A,U,0,2,A,O,0,3,A,O,West Brom,Southampton,3.75
1865,Stoke City,Norwich,0,0,D,U,1,0,H,U,1,0,H,U,Stoke City,Norwich,2.04
1866,Wigan,Tottenham,1,1,D,O,1,1,D,O,2,2,D,O,Wigan / Tottenham,Wigan / Tottenham,3.5
1867,Manchester City,West Ham,1,0,H,U,1,1,D,O,2,1,H,O,Manchester City,West Ham,1.22
1868,Manchester United,Aston Villa,3,0,H,O,0,0,D,U,3,0,H,O,Manchester United,Aston Villa,1.22
1869,Liverpool,Chelsea,0,1,A,U,2,1,H,O,2,2,D,O,Liverpool / Chelsea,Liverpool / Chelsea,3.4
1870,Tottenham,Manchester City,0,1,A,U,3,0,H,O,3,1,H,O,Tottenham,Manchester City,2.75
1871,Fulham,Arsenal,0,1,A,U,0,0,D,U,0,1,A,U,Arsenal,Fulham,1.91
1872,Norwich,Reading,0,0,D,U,2,1,H,O,2,1,H,O,Norwich,Reading,1.8
1873,Sunderland,Everton,1,0,H,U,0,0,D,U,1,0,H,U,Sunderland,Everton,3.2
1874,Swansea,Southampton,0,0,D,U,0,0,D,U,0,0,D,U,Swansea / Southampton,Swansea / Southampton,3.4
1875,QPR,Stoke City,0,1,A,U,0,1,A,U,0,2,A,U,Stoke City,QPR,3.2
1876,West Brom,Newcastle Utd,0,1,A,U,1,0,H,U,1,1,D,U,West Brom / Newcastle Utd,West Brom / Newcastle Utd,3.5
1877,West Ham,Wigan,1,0,H,U,1,0,H,U,2,0,H,U,West Ham,Wigan,2.04
1878,Fulham,Chelsea,0,2,A,O,0,1,A,U,0,3,A,O,Chelsea,Fulham,1.83
1879,Manchester City,Wigan,0,0,D,U,1,0,H,U,1,0,H,U,Manchester City,Wigan,1.2
1880,West Ham,Manchester United,1,1,D,O,1,1,D,O,2,2,D,O,West Ham / Manchester United,West Ham / Manchester United,3.75
1881,Arsenal,Everton,0,0,D,U,0,0,D,U,0,0,D,U,Arsenal / Everton,Arsenal / Everton,3.75
1882,Stoke City,Manchester United,0,1,A,U,0,1,A,U,0,2,A,U,Manchester United,Stoke City,1.57
1883,Newcastle Utd,Sunderland,0,1,A,U,0,2,A,O,0,3,A,O,Sunderland,Newcastle Utd,3.75
1884,Arsenal,Norwich,0,0,D,U,3,1,H,O,3,1,H,O,Arsenal,Norwich,1.2
1885,Aston Villa,Fulham,0,0,D,U,1,1,D,O,1,1,D,U,Aston Villa / Fulham,Aston Villa / Fulham,3.25
1886,Everton,QPR,1,0,H,U,1,0,H,U,2,0,H,U,Everton,QPR,1.36
1887,Reading,Liverpool,0,0,D,U,0,0,D,U,0,0,D,U,Reading / Liverpool,Reading / Liverpool,4
1888,Southampton,West Ham,0,0,D,U,1,1,D,O,1,1,D,U,Southampton / West Ham,Southampton / West Ham,3.4
1889,Manchester United,Manchester City,0,0,D,U,1,2,A,O,1,2,A,O,Manchester City,Manchester United,3.6
1890,QPR,Wigan,0,0,D,U,1,1,D,O,1,1,D,U,QPR / Wigan,QPR / Wigan,3.3
1891,Chelsea,Sunderland,0,1,A,U,2,0,H,O,2,1,H,O,Chelsea,Sunderland,1.33
1892,Newcastle Utd,Fulham,0,0,D,U,1,0,H,U,1,0,H,U,Newcastle Utd,Fulham,2
1893,Tottenham,Everton,1,1,D,O,1,1,D,O,2,2,D,O,Tottenham / Everton,Tottenham / Everton,3.5
1894,Liverpool,West Ham,0,0,D,U,0,0,D,U,0,0,D,U,Liverpool / West Ham,Liverpool / West Ham,4.75
1895,Norwich,Swansea,1,1,D,O,1,1,D,O,2,2,D,O,Norwich / Swansea,Norwich / Swansea,3.4
1896,Stoke City,Aston Villa,0,1,A,U,1,2,A,O,1,3,A,O,Aston Villa,Stoke City,3.4
1897,West Brom,Arsenal,0,1,A,U,1,1,D,O,1,2,A,O,Arsenal,West Brom,2
1898,Reading,Southampton,0,1,A,U,0,1,A,U,0,2,A,U,Southampton,Reading,2.5
1899,Fulham,QPR,3,1,H,O,0,1,A,U,3,2,H,O,Fulham,QPR,1.85
1900,Aston Villa,Liverpool,1,0,H,U,0,2,A,O,1,2,A,O,Liverpool,Aston Villa,1.83
1901,Everton,Stoke City,1,0,H,U,0,0,D,U,1,0,H,U,Everton,Stoke City,1.5
1902,Arsenal,Reading,1,0,H,U,3,1,H,O,4,1,H,O,Arsenal,Reading,1.25
1903,Manchester City,Newcastle Utd,2,0,H,O,2,0,H,O,4,0,H,O,Manchester City,Newcastle Utd,1.3
1904,Southampton,Chelsea,2,1,H,O,0,0,D,U,2,1,H,O,Southampton,Chelsea,3.6
1905,Swansea,Tottenham,0,2,A,O,1,0,H,U,1,2,A,O,Tottenham,Swansea,2.25
1906,West Ham,West Brom,2,0,H,O,1,1,D,O,3,1,H,O,West Ham,West Brom,2.4
1907,Wigan,Norwich,0,0,D,U,1,0,H,U,1,0,H,U,Wigan,Norwich,2.1
1908,Sunderland,Manchester United,0,1,A,U,0,0,D,U,0,1,A,U,Manchester United,Sunderland,1.57
1909,Chelsea,West Ham,1,0,H,U,1,0,H,U,2,0,H,U,Chelsea,West Ham,1.4
1910,Wigan,Newcastle Utd,1,0,H,U,1,1,D,O,2,1,H,O,Wigan,Newcastle Utd,2.2
1911,Tottenham,Fulham,0,0,D,U,0,1,A,U,0,1,A,U,Fulham,Tottenham,6
1912,Sunderland,Norwich,1,1,D,O,0,0,D,U,1,1,D,U,Sunderland / Norwich,Sunderland / Norwich,3.4
1913,Manchester United,Reading,1,0,H,U,0,0,D,U,1,0,H,U,Manchester United,Reading,1.18
1914,Aston Villa,QPR,1,1,D,O,2,1,H,O,3,2,H,O,Aston Villa,QPR,2.1
1915,Southampton,Liverpool,2,1,H,O,1,0,H,U,3,1,H,O,Southampton,Liverpool,4.5
1916,Stoke City,West Brom,0,0,D,U,0,0,D,U,0,0,D,U,Stoke City / West Brom,Stoke City / West Brom,3.2
1917,Swansea,Arsenal,0,0,D,U,0,2,A,O,0,2,A,U,Arsenal,Swansea,2
1918,Everton,Manchester City,1,0,H,U,1,0,H,U,2,0,H,U,Everton,Manchester City,3.4
1919,Liverpool,Tottenham,1,1,D,O,2,1,H,O,3,2,H,O,Liverpool,Tottenham,1.83
1920,Newcastle Utd,Stoke City,0,0,D,U,2,1,H,O,2,1,H,O,Newcastle Utd,Stoke City,1.91
1921,Norwich,Southampton,0,0,D,U,0,0,D,U,0,0,D,U,Norwich / Southampton,Norwich / Southampton,3.4
1922,QPR,Sunderland,1,1,D,O,2,0,H,O,3,1,H,O,QPR,Sunderland,2.2
1923,Reading,Aston Villa,1,2,A,O,0,0,D,U,1,2,A,O,Aston Villa,Reading,3
1924,West Brom,Swansea,1,1,D,O,1,0,H,U,2,1,H,O,West Brom,Swansea,2.1
1925,Aston Villa,Manchester City,0,1,A,U,0,0,D,U,0,1,A,U,Manchester City,Aston Villa,1.57
1926,Tottenham,Arsenal,2,0,H,O,0,1,A,U,2,1,H,O,Tottenham,Arsenal,2.38
1927,Wigan,Liverpool,0,3,A,O,0,1,A,U,0,4,A,O,Liverpool,Wigan,1.8
1928,Chelsea,West Brom,1,0,H,U,0,0,D,U,1,0,H,U,Chelsea,West Brom,1.36
1929,Everton,Reading,1,0,H,U,2,1,H,O,3,1,H,O,Everton,Reading,1.4
1930,Manchester United,Norwich,1,0,H,U,3,0,H,O,4,0,H,O,Manchester United,Norwich,1.22
1931,Southampton,QPR,1,1,D,O,0,1,A,U,1,2,A,O,QPR,Southampton,3.75
1932,Stoke City,West Ham,0,1,A,U,0,0,D,U,0,1,A,U,West Ham,Stoke City,3.75
1933,Sunderland,Fulham,1,2,A,O,1,0,H,U,2,2,D,O,Sunderland / Fulham,Sunderland / Fulham,3.3
1934,Swansea,Newcastle Utd,0,0,D,U,1,0,H,U,1,0,H,U,Swansea,Newcastle Utd,2.1
1935,West Ham,Tottenham,1,1,D,O,1,2,A,O,2,3,A,O,Tottenham,West Ham,2.2
1936,Manchester City,Chelsea,0,0,D,U,2,0,H,O,2,0,H,U,Manchester City,Chelsea,2
1937,Newcastle Utd,Southampton,2,1,H,O,2,1,H,O,4,2,H,O,Newcastle Utd,Southampton,1.85
1938,Arsenal,Aston Villa,1,0,H,U,1,1,D,O,2,1,H,O,Arsenal,Aston Villa,1.3
1939,Norwich,Everton,0,1,A,U,2,0,H,O,2,1,H,O,Norwich,Everton,3.5
1940,QPR,Manchester United,0,1,A,U,0,1,A,U,0,2,A,U,Manchester United,QPR,1.5
1941,Reading,Wigan,0,2,A,O,0,1,A,U,0,3,A,O,Wigan,Reading,2.9
1942,West Brom,Sunderland,1,0,H,U,1,1,D,O,2,1,H,O,West Brom,Sunderland,2.1
1943,Fulham,Stoke City,1,0,H,U,0,0,D,U,1,0,H,U,Fulham,Stoke City,2.2
1944,Liverpool,Swansea,1,0,H,U,4,0,H,O,5,0,H,O,Liverpool,Swansea,1.57
1945,Liverpool,West Brom,0,0,D,U,0,2,A,O,0,2,A,U,West Brom,Liverpool,6.5
1946,Manchester United,Everton,2,0,H,O,0,0,D,U,2,0,H,U,Manchester United,Everton,1.5
1947,Aston Villa,West Ham,0,0,D,U,2,1,H,O,2,1,H,O,Aston Villa,West Ham,2.5
1948,Southampton,Manchester City,2,1,H,O,1,0,H,U,3,1,H,O,Southampton,Manchester City,6
1949,Chelsea,Wigan,1,0,H,U,3,1,H,O,4,1,H,O,Chelsea,Wigan,1.29
1950,Norwich,Fulham,0,0,D,U,0,0,D,U,0,0,D,U,Norwich / Fulham,Norwich / Fulham,3.5
1951,Stoke City,Reading,0,0,D,U,2,1,H,O,2,1,H,O,Stoke City,Reading,1.83
1952,Sunderland,Arsenal,0,1,A,U,0,0,D,U,0,1,A,U,Arsenal,Sunderland,1.91
1953,Swansea,QPR,2,0,H,O,2,1,H,O,4,1,H,O,Swansea,QPR,1.83
1954,Tottenham,Newcastle Utd,1,1,D,O,1,0,H,U,2,1,H,O,Tottenham,Newcastle Utd,1.57
1955,Manchester City,Liverpool,1,1,D,O,1,1,D,O,2,2,D,O,Manchester City / Liverpool,Manchester City / Liverpool,3.5
1956,West Brom,Tottenham,0,0,D,U,0,1,A,U,0,1,A,U,Tottenham,West Brom,2.1
1957,Fulham,Manchester United,0,0,D,U,0,1,A,U,0,1,A,U,Manchester United,Fulham,1.67
1958,Arsenal,Stoke City,0,0,D,U,1,0,H,U,1,0,H,U,Arsenal,Stoke City,1.44
1959,Everton,Aston Villa,1,2,A,O,2,1,H,O,3,3,D,O,Everton / Aston Villa,Everton / Aston Villa,4.33
1960,Newcastle Utd,Chelsea,1,0,H,U,2,2,D,O,3,2,H,O,Newcastle Utd,Chelsea,5
1961,Reading,Sunderland,1,1,D,O,1,0,H,U,2,1,H,O,Reading,Sunderland,2.5
1962,West Ham,Swansea,0,0,D,U,1,0,H,U,1,0,H,U,West Ham,Swansea,2.25
1963,Wigan,Southampton,1,0,H,U,1,2,A,O,2,2,D,O,Wigan / Southampton,Wigan / Southampton,3.4
1964,QPR,Norwich,0,0,D,U,0,0,D,U,0,0,D,U,QPR / Norwich,QPR / Norwich,3.4
1965,Fulham,West Ham,1,0,H,U,2,1,H,O,3,1,H,O,Fulham,West Ham,2.1
1966,Manchester United,Southampton,2,1,H,O,0,0,D,U,2,1,H,O,Manchester United,Southampton,1.2
1967,Reading,Chelsea,0,1,A,U,2,1,H,O,2,2,D,O,Reading / Chelsea,Reading / Chelsea,4.2
1968,Arsenal,Liverpool,0,1,A,U,2,1,H,O,2,2,D,O,Arsenal / Liverpool,Arsenal / Liverpool,3.3
1969,Everton,West Brom,2,0,H,O,0,1,A,U,2,1,H,O,Everton,West Brom,1.57
1970,Norwich,Tottenham,1,0,H,U,0,1,A,U,1,1,D,U,Norwich / Tottenham,Norwich / Tottenham,3.5
1971,Aston Villa,Newcastle Utd,0,2,A,O,1,0,H,U,1,2,A,O,Newcastle Utd,Aston Villa,2.8
1972,QPR,Manchester City,0,0,D,U,0,0,D,U,0,0,D,U,QPR / Manchester City,QPR / Manchester City,4.2
1973,Stoke City,Wigan,1,0,H,U,1,2,A,O,2,2,D,O,Stoke City / Wigan,Stoke City / Wigan,3.4
1974,Sunderland,Swansea,0,0,D,U,0,0,D,U,0,0,D,U,Sunderland / Swansea,Sunderland / Swansea,3.3
1975,Arsenal,West Ham,1,1,D,O,4,0,H,O,5,1,H,O,Arsenal,West Ham,1.44
1976,Southampton,Everton,0,0,D,U,0,0,D,U,0,0,D,U,Southampton / Everton,Southampton / Everton,3.5
1977,Tottenham,Manchester United,0,1,A,U,1,0,H,U,1,1,D,U,Tottenham / Manchester United,Tottenham / Manchester United,3.4
1978,Chelsea,Arsenal,2,0,H,O,0,1,A,U,2,1,H,O,Chelsea,Arsenal,1.95
1979,West Brom,Aston Villa,0,2,A,O,2,0,H,O,2,2,D,O,West Brom / Aston Villa,West Brom / Aston Villa,3.5
1980,Liverpool,Norwich,2,0,H,O,3,0,H,O,5,0,H,O,Liverpool,Norwich,1.33
1981,Manchester City,Fulham,1,0,H,U,1,0,H,U,2,0,H,U,Manchester City,Fulham,1.25
1982,Newcastle Utd,Reading,1,0,H,U,0,2,A,O,1,2,A,O,Reading,Newcastle Utd,4.2
1983,Swansea,Stoke City,0,0,D,U,3,1,H,O,3,1,H,O,Swansea,Stoke City,2.1
1984,West Ham,QPR,0,1,A,U,1,0,H,U,1,1,D,U,West Ham / QPR,West Ham / QPR,3.5
1985,Wigan,Sunderland,1,3,A,O,1,0,H,U,2,3,A,O,Sunderland,Wigan,3.3
1986,Chelsea,Southampton,2,0,H,O,0,2,A,O,2,2,D,O,Chelsea / Southampton,Chelsea / Southampton,5.5
1987,Arsenal,Manchester City,0,2,A,O,0,0,D,U,0,2,A,U,Manchester City,Arsenal,2.63
1988,Manchester United,Liverpool,1,0,H,U,1,1,D,O,2,1,H,O,Manchester United,Liverpool,1.73
1989,Aston Villa,Southampton,0,1,A,U,0,0,D,U,0,1,A,U,Southampton,Aston Villa,2.7
1990,Everton,Swansea,0,0,D,U,0,0,D,U,0,0,D,U,Everton / Swansea,Everton / Swansea,3.75
1991,Fulham,Wigan,1,0,H,U,0,1,A,U,1,1,D,U,Fulham / Wigan,Fulham / Wigan,3.5
1992,Norwich,Newcastle Utd,0,0,D,U,0,0,D,U,0,0,D,U,Norwich / Newcastle Utd,Norwich / Newcastle Utd,3.4
1993,Reading,West Brom,0,1,A,U,3,1,H,O,3,2,H,O,Reading,West Brom,2.75
1994,Stoke City,Chelsea,0,1,A,U,0,3,A,O,0,4,A,O,Chelsea,Stoke City,1.91
1995,Sunderland,West Ham,1,0,H,U,2,0,H,O,3,0,H,O,Sunderland,West Ham,2.25
1996,QPR,Tottenham,0,0,D,U,0,0,D,U,0,0,D,U,QPR / Tottenham,QPR / Tottenham,3.6
1997,Newcastle Utd,Everton,1,1,D,O,0,1,A,U,1,2,A,O,Everton,Newcastle Utd,2.4
1998,Chelsea,QPR,0,0,D,U,0,1,A,U,0,1,A,U,QPR,Chelsea,11
1999,Liverpool,Sunderland,2,0,H,O,1,0,H,U,3,0,H,O,Liverpool,Sunderland,1.44
2000,Southampton,Arsenal,1,1,D,O,0,0,D,U,1,1,D,U,Southampton / Arsenal,Southampton / Arsenal,4
2001,Manchester City,Stoke City,1,0,H,U,2,0,H,O,3,0,H,O,Manchester City,Stoke City,1.25
2002,Swansea,Aston Villa,1,1,D,O,1,1,D,O,2,2,D,O,Swansea / Aston Villa,Swansea / Aston Villa,3.5
2003,Tottenham,Reading,1,1,D,O,2,0,H,O,3,1,H,O,Tottenham,Reading,1.33
2004,West Ham,Norwich,2,0,H,O,0,1,A,U,2,1,H,O,West Ham,Norwich,2
2005,Wigan,Manchester United,0,2,A,O,0,2,A,O,0,4,A,O,Manchester United,Wigan,1.44
2006,West Brom,Fulham,0,1,A,U,1,1,D,O,1,2,A,O,Fulham,West Brom,3.5
2007,QPR,Liverpool,0,3,A,O,0,0,D,U,0,3,A,O,Liverpool,QPR,2
2008,Everton,Chelsea,1,1,D,O,0,1,A,U,1,2,A,O,Chelsea,Everton,2.5
2009,Arsenal,Newcastle Utd,1,1,D,O,6,2,H,O,7,3,H,O,Arsenal,Newcastle Utd,1.53
2010,Aston Villa,Wigan,0,1,A,U,0,2,A,O,0,3,A,O,Wigan,Aston Villa,4
2011,Fulham,Swansea,0,1,A,U,1,1,D,O,1,2,A,O,Swansea,Fulham,3.4
2012,Manchester United,West Brom,1,0,H,U,1,0,H,U,2,0,H,U,Manchester United,West Brom,1.29
2013,Norwich,Manchester City,1,2,A,O,2,2,D,O,3,4,A,O,Manchester City,Norwich,1.57
2014,Reading,West Ham,1,0,H,U,0,0,D,U,1,0,H,U,Reading,West Ham,2.63
2015,Stoke City,Southampton,1,3,A,O,2,0,H,O,3,3,D,O,Stoke City / Southampton,Stoke City / Southampton,3.5
2016,Sunderland,Tottenham,1,0,H,U,0,2,A,O,1,2,A,O,Tottenham,Sunderland,2.1
2017,Stoke City,Liverpool,2,1,H,O,1,0,H,U,3,1,H,O,Stoke City,Liverpool,2.8
2018,Aston Villa,Tottenham,0,0,D,U,0,4,A,O,0,4,A,O,Tottenham,Aston Villa,2.25
2019,QPR,West Brom,0,1,A,U,1,1,D,O,1,2,A,O,West Brom,QPR,3.1
2020,Everton,Wigan,0,0,D,U,2,1,H,O,2,1,H,O,Everton,Wigan,1.57
2021,Fulham,Southampton,1,0,H,U,0,1,A,U,1,1,D,U,Fulham / Southampton,Fulham / Southampton,3.6
2022,Norwich,Chelsea,0,1,A,U,0,0,D,U,0,1,A,U,Chelsea,Norwich,1.73
2023,Reading,Swansea,0,0,D,U,0,0,D,U,0,0,D,U,Reading / Swansea,Reading / Swansea,3.4
2024,Sunderland,Manchester City,0,0,D,U,1,0,H,U,1,0,H,U,Sunderland,Manchester City,6
2025,Manchester United,Newcastle Utd,1,2,A,O,3,1,H,O,4,3,H,O,Manchester United,Newcastle Utd,1.25
2026,Chelsea,Aston Villa,3,0,H,O,5,0,H,O,8,0,H,O,Chelsea,Aston Villa,1.29
2027,Swansea,Manchester United,1,1,D,O,0,0,D,U,1,1,D,U,Swansea / Manchester United,Swansea / Manchester United,3.75
2028,Liverpool,Fulham,2,0,H,O,2,0,H,O,4,0,H,O,Liverpool,Fulham,1.53
2029,Manchester City,Reading,0,0,D,U,1,0,H,U,1,0,H,U,Manchester City,Reading,1.17
2030,Newcastle Utd,QPR,0,0,D,U,1,0,H,U,1,0,H,U,Newcastle Utd,QPR,1.91
2031,Southampton,Sunderland,0,1,A,U,0,0,D,U,0,1,A,U,Sunderland,Southampton,3.4
2032,Tottenham,Stoke City,0,0,D,U,0,0,D,U,0,0,D,U,Tottenham / Stoke City,Tottenham / Stoke City,4
2033,West Brom,Norwich,1,1,D,O,1,0,H,U,2,1,H,O,West Brom,Norwich,1.83
2034,West Ham,Everton,1,0,H,U,0,2,A,O,1,2,A,O,Everton,West Ham,2.29
2035,Wigan,Arsenal,0,0,D,U,0,1,A,U,0,1,A,U,Arsenal,Wigan,1.8
2036,Reading,Arsenal,0,3,A,O,2,2,D,O,2,5,A,O,Arsenal,Reading,1.62
2037,West Brom,West Ham,0,0,D,U,0,0,D,U,0,0,D,U,West Brom / West Ham,West Brom / West Ham,3.4
2038,Tottenham,Swansea,0,0,D,U,1,0,H,U,1,0,H,U,Tottenham,Swansea,1.57
2039,Liverpool,Aston Villa,0,2,A,O,1,1,D,O,1,3,A,O,Aston Villa,Liverpool,8
2040,Manchester United,Sunderland,2,0,H,O,1,1,D,O,3,1,H,O,Manchester United,Sunderland,1.22
2041,Norwich,Wigan,1,0,H,U,1,1,D,O,2,1,H,O,Norwich,Wigan,2.1
2042,QPR,Fulham,0,0,D,U,2,1,H,O,2,1,H,O,QPR,Fulham,2.5
2043,Stoke City,Everton,0,1,A,U,1,0,H,U,1,1,D,U,Stoke City / Everton,Stoke City / Everton,3.3
2044,Newcastle Utd,Manchester City,0,2,A,O,1,1,D,O,1,3,A,O,Manchester City,Newcastle Utd,1.62
2045,Sunderland,Reading,2,0,H,O,1,0,H,U,3,0,H,O,Sunderland,Reading,1.8
2046,Fulham,Newcastle Utd,1,0,H,U,1,1,D,O,2,1,H,O,Fulham,Newcastle Utd,1.91
2047,West Ham,Liverpool,2,1,H,O,0,2,A,O,2,3,A,O,Liverpool,West Ham,2
2048,Everton,Tottenham,0,0,D,U,2,1,H,O,2,1,H,O,Everton,Tottenham,2.25
2049,Manchester City,Manchester United,0,2,A,O,2,1,H,O,2,3,A,O,Manchester United,Manchester City,2.88
2050,Arsenal,West Brom,1,0,H,U,1,0,H,U,2,0,H,U,Arsenal,West Brom,1.44
2051,Aston Villa,Stoke City,0,0,D,U,0,0,D,U,0,0,D,U,Aston Villa / Stoke City,Aston Villa / Stoke City,3.4
2052,Southampton,Reading,0,0,D,U,1,0,H,U,1,0,H,U,Southampton,Reading,2
2053,Sunderland,Chelsea,0,2,A,O,1,1,D,O,1,3,A,O,Chelsea,Sunderland,1.8
2054,Swansea,Norwich,0,3,A,O,3,1,H,O,3,4,A,O,Norwich,Swansea,3.75
2055,Wigan,QPR,1,1,D,O,1,1,D,O,2,2,D,O,Wigan / QPR,Wigan / QPR,3.4
2056,Newcastle Utd,Wigan,2,0,H,O,1,0,H,U,3,0,H,O,Newcastle Utd,Wigan,1.62
